primary_label,secondary_labels,filename,collection,rating,scientific_name,common_name,animal_class,duration_in_seconds
1139490,[''],1139490/CSA36385.ogg,CSA,0.0,Ragoniella pulchella,Ragoniella pulchella,Insecta,98.853375
1139490,[''],1139490/CSA36389.ogg,CSA,0.0,Ragoniella pulchella,Ragoniella pulchella,Insecta,96.53771875
1192948,[''],1192948/CSA36358.ogg,CSA,0.0,Oxyprora surinamensis,Oxyprora surinamensis,Insecta,116.5998125
1192948,[''],1192948/CSA36366.ogg,CSA,0.0,Oxyprora surinamensis,Oxyprora surinamensis,Insecta,105.4463125
1192948,[''],1192948/CSA36373.ogg,CSA,0.0,Oxyprora surinamensis,Oxyprora surinamensis,Insecta,103.63146875
1192948,[''],1192948/CSA36388.ogg,CSA,0.0,Oxyprora surinamensis,Oxyprora surinamensis,Insecta,96.07284375
1194042,[''],1194042/CSA18783.ogg,CSA,0.0,Copiphora colombiae,Copiphora colombiae,Insecta,32.2718125
1194042,[''],1194042/CSA18794.ogg,CSA,0.0,Copiphora colombiae,Copiphora colombiae,Insecta,13.493625
1194042,[''],1194042/CSA18802.ogg,CSA,0.0,Copiphora colombiae,Copiphora colombiae,Insecta,46.04040625
126247,[''],126247/iNat1109254.ogg,iNat,0.0,Leptodactylus insularum,Spotted Foam-nest Frog,Amphibia,16.15646875
126247,[''],126247/iNat146584.ogg,iNat,0.0,Leptodactylus insularum,Spotted Foam-nest Frog,Amphibia,14.664
126247,[''],126247/iNat320679.ogg,iNat,0.0,Leptodactylus insularum,Spotted Foam-nest Frog,Amphibia,22.6626875
126247,[''],126247/iNat888527.ogg,iNat,0.0,Leptodactylus insularum,Spotted Foam-nest Frog,Amphibia,15.30196875
126247,[''],126247/iNat888729.ogg,iNat,0.0,Leptodactylus insularum,Spotted Foam-nest Frog,Amphibia,13.16571875
1346504,[''],1346504/CSA18784.ogg,CSA,0.0,Neoconocephalus brachypterus,Neoconocephalus brachypterus,Insecta,44.29396875
1346504,[''],1346504/CSA18791.ogg,CSA,0.0,Neoconocephalus brachypterus,Neoconocephalus brachypterus,Insecta,76.6636875
1346504,[''],1346504/CSA18792.ogg,CSA,0.0,Neoconocephalus brachypterus,Neoconocephalus brachypterus,Insecta,27.8793125
1346504,[''],1346504/CSA18793.ogg,CSA,0.0,Neoconocephalus brachypterus,Neoconocephalus brachypterus,Insecta,66.99425
1346504,[''],1346504/CSA18803.ogg,CSA,0.0,Neoconocephalus brachypterus,Neoconocephalus brachypterus,Insecta,107.91440625
134933,[''],134933/XC941298.ogg,XC,4.0,Espadarana prosoblepon,Emerald Glass Frog,Amphibia,48.27240625
134933,[''],134933/iNat1108984.ogg,iNat,0.0,Espadarana prosoblepon,Emerald Glass Frog,Amphibia,29.0343125
134933,[''],134933/iNat1160199.ogg,iNat,0.0,Espadarana prosoblepon,Emerald Glass Frog,Amphibia,48.27240625
134933,[''],134933/iNat859408.ogg,iNat,0.0,Espadarana prosoblepon,Emerald Glass Frog,Amphibia,19.6665
135045,[''],135045/iNat1122209.ogg,iNat,0.0,Andinobates opisthomelas,Andean Poison Frog,Amphibia,48.35265625
135045,[''],135045/iNat1207345.ogg,iNat,0.0,Andinobates opisthomelas,Andean Poison Frog,Amphibia,134.9385625
135045,[''],135045/iNat1207347.ogg,iNat,0.0,Andinobates opisthomelas,Andean Poison Frog,Amphibia,111.4006875
135045,[''],135045/iNat1208549.ogg,iNat,0.0,Andinobates opisthomelas,Andean Poison Frog,Amphibia,176.88
135045,[''],135045/iNat1208550.ogg,iNat,0.0,Andinobates opisthomelas,Andean Poison Frog,Amphibia,129.049125
135045,[''],135045/iNat1208551.ogg,iNat,0.0,Andinobates opisthomelas,Andean Poison Frog,Amphibia,199.58021875
135045,[''],135045/iNat1208552.ogg,iNat,0.0,Andinobates opisthomelas,Andean Poison Frog,Amphibia,204.27553125
135045,[''],135045/iNat1208572.ogg,iNat,0.0,Andinobates opisthomelas,Andean Poison Frog,Amphibia,212.24978125
135045,[''],135045/iNat327127.ogg,iNat,0.0,Andinobates opisthomelas,Andean Poison Frog,Amphibia,9.0
135045,[''],135045/iNat48803.ogg,iNat,0.0,Andinobates opisthomelas,Andean Poison Frog,Amphibia,51.3
1462711,[''],1462711/CSA36371.ogg,CSA,0.0,Cocconotus aratifrons,Cocconotus aratifrons,Insecta,107.81734375
1462711,[''],1462711/CSA36379.ogg,CSA,0.0,Cocconotus aratifrons,Cocconotus aratifrons,Insecta,99.43290625
1462711,[''],1462711/CSA36390.ogg,CSA,0.0,Cocconotus aratifrons,Cocconotus aratifrons,Insecta,98.30234375
1462737,[''],1462737/CSA36341.ogg,CSA,0.0,Docidocercus fasciatus,Docidocercus fasciatus,Insecta,108.29084375
1462737,[''],1462737/CSA36369.ogg,CSA,0.0,Docidocercus fasciatus,Docidocercus fasciatus,Insecta,106.155875
1462737,[''],1462737/CSA36380.ogg,CSA,0.0,Docidocercus fasciatus,Docidocercus fasciatus,Insecta,105.365625
1462737,[''],1462737/CSA36381.ogg,CSA,0.0,Docidocercus fasciatus,Docidocercus fasciatus,Insecta,103.98584375
1462737,[''],1462737/CSA36386.ogg,CSA,0.0,Docidocercus fasciatus,Docidocercus fasciatus,Insecta,99.41890625
1462737,[''],1462737/CSA36391.ogg,CSA,0.0,Docidocercus fasciatus,Docidocercus fasciatus,Insecta,100.744375
1462737,[''],1462737/CSA36395.ogg,CSA,0.0,Docidocercus fasciatus,Docidocercus fasciatus,Insecta,94.0858125
1564122,[''],1564122/CSA34195.ogg,CSA,0.0,Daedadelus waehnerorum ,Daedadelus waehnerorum ,Insecta,2.03396875
1564122,[''],1564122/CSA34196.ogg,CSA,0.0,Daedadelus waehnerorum ,Daedadelus waehnerorum ,Insecta,1.1806875
1564122,[''],1564122/CSA34197.ogg,CSA,0.0,Daedadelus waehnerorum ,Daedadelus waehnerorum ,Insecta,1.9073125
1564122,[''],1564122/CSA34198.ogg,CSA,0.0,Daedadelus waehnerorum ,Daedadelus waehnerorum ,Insecta,0.994375
1564122,[''],1564122/CSA34199.ogg,CSA,0.0,Daedadelus waehnerorum ,Daedadelus waehnerorum ,Insecta,2.222625
1564122,[''],1564122/CSA34200.ogg,CSA,0.0,Daedadelus waehnerorum ,Daedadelus waehnerorum ,Insecta,2.99109375
21038,[''],21038/iNat297879.ogg,iNat,0.0,Colostethus inguinalis,Common Rocket Frog,Amphibia,11.136
21038,[''],21038/iNat65519.ogg,iNat,0.0,Colostethus inguinalis,Common Rocket Frog,Amphibia,382.302
21116,[''],21116/iNat296867.ogg,iNat,0.0,Dendrobates truncatus,Yellow-striped Poison Dart Frog,Amphibia,4.2
21116,[''],21116/iNat65520.ogg,iNat,0.0,Dendrobates truncatus,Yellow-striped Poison Dart Frog,Amphibia,8.8555
21211,[''],21211/XC882646.ogg,XC,4.0,Allobates femoralis,Spotted-thighed Poison Frog,Amphibia,105.5085625
21211,[''],21211/XC882647.ogg,XC,4.0,Allobates femoralis,Spotted-thighed Poison Frog,Amphibia,38.321625
21211,[''],21211/XC882648.ogg,XC,4.0,Allobates femoralis,Spotted-thighed Poison Frog,Amphibia,52.11428125
21211,[''],21211/XC882649.ogg,XC,4.0,Allobates femoralis,Spotted-thighed Poison Frog,Amphibia,34.19428125
21211,[''],21211/XC882650.ogg,XC,4.0,Allobates femoralis,Spotted-thighed Poison Frog,Amphibia,12.74775
21211,[''],21211/XC882651.ogg,XC,4.0,Allobates femoralis,Spotted-thighed Poison Frog,Amphibia,7.68
21211,[''],21211/XC882652.ogg,XC,4.0,Allobates femoralis,Spotted-thighed Poison Frog,Amphibia,101.7208125
21211,[''],21211/XC882653.ogg,XC,4.0,Allobates femoralis,Spotted-thighed Poison Frog,Amphibia,76.56490625
21211,[''],21211/XC882654.ogg,XC,4.0,Allobates femoralis,Spotted-thighed Poison Frog,Amphibia,37.6424375
21211,[''],21211/XC882655.ogg,XC,4.0,Allobates femoralis,Spotted-thighed Poison Frog,Amphibia,142.47184375
21211,[''],21211/XC882656.ogg,XC,4.0,Allobates femoralis,Spotted-thighed Poison Frog,Amphibia,34.71675
21211,[''],21211/XC882657.ogg,XC,4.0,Allobates femoralis,Spotted-thighed Poison Frog,Amphibia,104.75103125
21211,[''],21211/XC882658.ogg,XC,4.0,Allobates femoralis,Spotted-thighed Poison Frog,Amphibia,116.84571875
21211,[''],21211/XC882659.ogg,XC,4.0,Allobates femoralis,Spotted-thighed Poison Frog,Amphibia,111.75184375
21211,[''],21211/XC896828.ogg,XC,2.0,Allobates femoralis,Spotted-thighed Poison Frog,Amphibia,0.54459375
21211,[''],21211/XC896832.ogg,XC,3.0,Allobates femoralis,Spotted-thighed Poison Frog,Amphibia,9.21621875
21211,[''],21211/XC896838.ogg,XC,3.0,Allobates femoralis,Spotted-thighed Poison Frog,Amphibia,15.99671875
21211,[''],21211/XC896839.ogg,XC,4.0,Allobates femoralis,Spotted-thighed Poison Frog,Amphibia,8.18484375
21211,[''],21211/XC896840.ogg,XC,3.0,Allobates femoralis,Spotted-thighed Poison Frog,Amphibia,8.68815625
21211,[''],21211/XC896855.ogg,XC,3.0,Allobates femoralis,Spotted-thighed Poison Frog,Amphibia,6.13865625
21211,[''],21211/XC896857.ogg,XC,3.0,Allobates femoralis,Spotted-thighed Poison Frog,Amphibia,7.56603125
21211,[''],21211/XC896860.ogg,XC,3.0,Allobates femoralis,Spotted-thighed Poison Frog,Amphibia,0.9604375
21211,[''],21211/XC896861.ogg,XC,2.0,Allobates femoralis,Spotted-thighed Poison Frog,Amphibia,0.68321875
21211,[''],21211/XC896863.ogg,XC,3.0,Allobates femoralis,Spotted-thighed Poison Frog,Amphibia,8.490125
21211,[''],21211/XC913785.ogg,XC,3.0,Allobates femoralis,Spotted-thighed Poison Frog,Amphibia,7.58665625
21211,[''],21211/XC913809.ogg,XC,3.0,Allobates femoralis,Spotted-thighed Poison Frog,Amphibia,5.3218125
21211,[''],21211/XC913811.ogg,XC,3.0,Allobates femoralis,Spotted-thighed Poison Frog,Amphibia,4.740125
21211,[''],21211/XC913839.ogg,XC,3.0,Allobates femoralis,Spotted-thighed Poison Frog,Amphibia,1.16340625
21211,[''],21211/XC913840.ogg,XC,3.0,Allobates femoralis,Spotted-thighed Poison Frog,Amphibia,8.514875
